x f(x) f'(x) (analytical) f'(x) (fd) f''(x) (analytical) f''(x) (fd)
-1.00 0.54 1.68 1.68 -3.84 -3.84
-1.00 0.54 1.68 1.68 -3.84 -3.84
-1.00 0.54 1.68 1.67 -3.84 -3.84
-1.00 0.55 1.67 1.67 -3.84 -3.84
-1.00 0.55 1.67 1.67 -3.84 -3.84
-0.99 0.55 1.66 1.66 -3.84 -3.84
-0.99 0.55 1.66 1.66 -3.84 -3.84
-0.99 0.55 1.66 1.65 -3.84 -3.84
-0.99 0.55 1.65 1.65 -3.84 -3.84
-0.99 0.56 1.65 1.65 -3.84 -3.84
-0.99 0.56 1.64 1.64 -3.84 -3.84
-0.99 0.56 1.64 1.64 -3.84 -3.84
-0.99 0.56 1.64 1.63 -3.84 -3.84
-0.99 0.56 1.63 1.63 -3.84 -3.84
-0.99 0.56 1.63 1.63 -3.84 -3.84
-0.98 0.57 1.63 1.62 -3.84 -3.84
-0.98 0.57 1.62 1.62 -3.84 -3.84
-0.98 0.57 1.62 1.62 -3.84 -3.84
-0.98 0.57 1.61 1.61 -3.84 -3.84
-0.98 0.57 1.61 1.61 -3.84 -3.84
-0.98 0.57 1.61 1.60 -3.84 -3.84
-0.98 0.57 1.60 1.60 -3.84 -3.84
-0.98 0.58 1.60 1.60 -3.84 -3.84
-0.98 0.58 1.59 1.59 -3.84 -3.84
-0.98 0.58 1.59 1.59 -3.84 -3.84
-0.97 0.58 1.59 1.58 -3.84 -3.84
-0.97 0.58 1.58 1.58 -3.84 -3.84
-0.97 0.58 1.58 1.58 -3.84 -3.84
-0.97 0.59 1.58 1.57 -3.84 -3.83
-0.97 0.59 1.57 1.57 -3.83 -3.83
-0.97 0.59 1.57 1.57 -3.83 -3.83
-0.97 0.59 1.56 1.56 -3.83 -3.83
-0.97 0.59 1.56 1.56 -3.83 -3.83
-0.97 0.59 1.56 1.55 -3.83 -3.83
-0.97 0.60 1.55 1.55 -3.83 -3.83
-0.96 0.60 1.55 1.55 -3.83 -3.83
-0.96 0.60 1.54 1.54 -3.83 -3.83
-0.96 0.60 1.54 1.54 -3.83 -3.82
-0.96 0.60 1.54 1.54 -3.82 -3.82
-0.96 0.60 1.53 1.53 -3.82 -3.82
-0.96 0.60 1.53 1.53 -3.82 -3.82
-0.96 0.61 1.53 1.52 -3.82 -3.82
-0.96 0.61 1.52 1.52 -3.82 -3.82
-0.96 0.61 1.52 1.52 -3.82 -3.82
-0.96 0.61 1.51 1.51 -3.82 -3.82
-0.95 0.61 1.51 1.51 -3.81 -3.81
-0.95 0.61 1.51 1.50 -3.81 -3.81
-0.95 0.62 1.50 1.50 -3.81 -3.81
-0.95 0.62 1.50 1.50 -3.81 -3.81
-0.95 0.62 1.50 1.49 -3.81 -3.81
-0.95 0.62 1.49 1.49 -3.81 -3.81
-0.95 0.62 1.49 1.49 -3.80 -3.80
-0.95 0.62 1.48 1.48 -3.80 -3.80
-0.95 0.62 1.48 1.48 -3.80 -3.80
-0.95 0.63 1.48 1.47 -3.80 -3.80
-0.94 0.63 1.47 1.47 -3.80 -3.80
-0.94 0.63 1.47 1.47 -3.80 -3.80
-0.94 0.63 1.46 1.46 -3.79 -3.79
-0.94 0.63 1.46 1.46 -3.79 -3.79
-0.94 0.63 1.46 1.46 -3.79 -3.79
-0.94 0.63 1.45 1.45 -3.79 -3.79
-0.94 0.64 1.45 1.45 -3.79 -3.79
-0.94 0.64 1.45 1.44 -3.78 -3.78
-0.94 0.64 1.44 1.44 -3.78 -3.78
-0.94 0.64 1.44 1.44 -3.78 -3.78
-0.93 0.64 1.43 1.43 -3.78 -3.78
-0.93 0.64 1.43 1.43 -3.78 -3.77
-0.93 0.64 1.43 1.42 -3.77 -3.77
-0.93 0.65 1.42 1.42 -3.77 -3.77
-0.93 0.65 1.42 1.42 -3.77 -3.77
-0.93 0.65 1.42 1.41 -3.77 -3.77
-0.93 0.65 1.41 1.41 -3.76 -3.76
-0.93 0.65 1.41 1.41 -3.76 -3.76
-0.93 0.65 1.40 1.40 -3.76 -3.76
-0.93 0.65 1.40 1.40 -3.76 -3.76
-0.92 0.66 1.40 1.39 -3.75 -3.75
-0.92 0.66 1.39 1.39 -3.75 -3.75
-0.92 0.66 1.39 1.39 -3.75 -3.75
-0.92 0.66 1.39 1.38 -3.75 -3.75
-0.92 0.66 1.38 1.38 -3.74 -3.74
-0.92 0.66 1.38 1.38 -3.74 -3.74
-0.92 0.66 1.37 1.37 -3.74 -3.74
-0.92 0.67 1.37 1.37 -3.74 -3.73
-0.92 0.67 1.37 1.36 -3.73 -3.73
-0.92 0.67 1.36 1.36 -3.73 -3.73
-0.91 0.67 1.36 1.36 -3.73 -3.73
-0.91 0.67 1.36 1.35 -3.72 -3.72
-0.91 0.67 1.35 1.35 -3.72 -3.72
-0.91 0.67 1.35 1.35 -3.72 -3.72
-0.91 0.67 1.34 1.34 -3.72 -3.71
-0.91 0.68 1.34 1.34 -3.71 -3.71
-0.91 0.68 1.34 1.34 -3.71 -3.71
-0.91 0.68 1.33 1.33 -3.71 -3.71
-0.91 0.68 1.33 1.33 -3.70 -3.70
-0.91 0.68 1.33 1.32 -3.70 -3.70
-0.90 0.68 1.32 1.32 -3.70 -3.70
-0.90 0.68 1.32 1.32 -3.70 -3.69
-0.90 0.69 1.31 1.31 -3.69 -3.69
-0.90 0.69 1.31 1.31 -3.69 -3.69
-0.90 0.69 1.31 1.31 -3.69 -3.68
-0.90 0.69 1.30 1.30 -3.68 -3.68
-0.90 0.69 1.30 1.30 -3.68 -3.68
-0.90 0.69 1.30 1.29 -3.68 -3.67
-0.90 0.69 1.29 1.29 -3.67 -3.67
-0.90 0.69 1.29 1.29 -3.67 -3.67
-0.89 0.70 1.29 1.28 -3.67 -3.66
-0.89 0.70 1.28 1.28 -3.66 -3.66
-0.89 0.70 1.28 1.28 -3.66 -3.66
-0.89 0.70 1.27 1.27 -3.66 -3.65
-0.89 0.70 1.27 1.27 -3.65 -3.65
-0.89 0.70 1.27 1.27 -3.65 -3.65
-0.89 0.70 1.26 1.26 -3.65 -3.64
-0.89 0.70 1.26 1.26 -3.64 -3.64
-0.89 0.71 1.26 1.25 -3.64 -3.64
-0.89 0.71 1.25 1.25 -3.63 -3.63
-0.88 0.71 1.25 1.25 -3.63 -3.63
-0.88 0.71 1.25 1.24 -3.63 -3.63
-0.88 0.71 1.24 1.24 -3.62 -3.62
-0.88 0.71 1.24 1.24 -3.62 -3.62
-0.88 0.71 1.23 1.23 -3.62 -3.61
-0.88 0.71 1.23 1.23 -3.61 -3.61
-0.88 0.72 1.23 1.23 -3.61 -3.61
-0.88 0.72 1.22 1.22 -3.61 -3.60
-0.88 0.72 1.22 1.22 -3.60 -3.60
-0.88 0.72 1.22 1.21 -3.60 -3.60
-0.87 0.72 1.21 1.21 -3.59 -3.59
-0.87 0.72 1.21 1.21 -3.59 -3.59
-0.87 0.72 1.21 1.20 -3.59 -3.58
-0.87 0.72 1.20 1.20 -3.58 -3.58
-0.87 0.73 1.20 1.20 -3.58 -3.58
-0.87 0.73 1.19 1.19 -3.57 -3.57
-0.87 0.73 1.19 1.19 -3.57 -3.57
-0.87 0.73 1.19 1.19 -3.57 -3.56
-0.87 0.73 1.18 1.18 -3.56 -3.56
-0.87 0.73 1.18 1.18 -3.56 -3.56
-0.86 0.73 1.18 1.18 -3.55 -3.55
-0.86 0.73 1.17 1.17 -3.55 -3.55
-0.86 0.74 1.17 1.17 -3.55 -3.54
-0.86 0.74 1.17 1.16 -3.54 -3.54
-0.86 0.74 1.16 1.16 -3.54 -3.54
-0.86 0.74 1.16 1.16 -3.53 -3.53
-0.86 0.74 1.16 1.15 -3.53 -3.53
-0.86 0.74 1.15 1.15 -3.53 -3.52
-0.86 0.74 1.15 1.15 -3.52 -3.52
-0.86 0.74 1.15 1.14 -3.52 -3.51
-0.85 0.74 1.14 1.14 -3.51 -3.51
-0.85 0.75 1.14 1.14 -3.51 -3.51
-0.85 0.75 1.13 1.13 -3.50 -3.50
-0.85 0.75 1.13 1.13 -3.50 -3.50
-0.85 0.75 1.13 1.13 -3.49 -3.49
-0.85 0.75 1.12 1.12 -3.49 -3.49
-0.85 0.75 1.12 1.12 -3.49 -3.48
-0.85 0.75 1.12 1.12 -3.48 -3.48
-0.85 0.75 1.11 1.11 -3.48 -3.47
-0.85 0.75 1.11 1.11 -3.47 -3.47
-0.84 0.76 1.11 1.11 -3.47 -3.47
-0.84 0.76 1.10 1.10 -3.46 -3.46
-0.84 0.76 1.10 1.10 -3.46 -3.46
-0.84 0.76 1.10 1.09 -3.45 -3.45
-0.84 0.76 1.09 1.09 -3.45 -3.45
-0.84 0.76 1.09 1.09 -3.45 -3.44
-0.84 0.76 1.09 1.08 -3.44 -3.44
-0.84 0.76 1.08 1.08 -3.44 -3.43
-0.84 0.76 1.08 1.08 -3.43 -3.43
-0.84 0.77 1.08 1.07 -3.43 -3.42
-0.83 0.77 1.07 1.07 -3.42 -3.42
-0.83 0.77 1.07 1.07 -3.42 -3.42
-0.83 0.77 1.07 1.06 -3.41 -3.41
-0.83 0.77 1.06 1.06 -3.41 -3.41
-0.83 0.77 1.06 1.06 -3.40 -3.40
-0.83 0.77 1.06 1.05 -3.40 -3.40
-0.83 0.77 1.05 1.05 -3.39 -3.39
-0.83 0.77 1.05 1.05 -3.39 -3.39
-0.83 0.78 1.05 1.04 -3.38 -3.38
-0.83 0.78 1.04 1.04 -3.38 -3.38
-0.82 0.78 1.04 1.04 -3.37 -3.37
-0.82 0.78 1.03 1.03 -3.37 -3.37
-0.82 0.78 1.03 1.03 -3.36 -3.36
-0.82 0.78 1.03 1.03 -3.36 -3.36
-0.82 0.78 1.02 1.02 -3.35 -3.35
-0.82 0.78 1.02 1.02 -3.35 -3.35
-0.82 0.78 1.02 1.02 -3.34 -3.34
-0.82 0.78 1.01 1.01 -3.34 -3.34
-0.82 0.79 1.01 1.01 -3.33 -3.33
-0.82 0.79 1.01 1.01 -3.33 -3.33
-0.81 0.79 1.00 1.00 -3.32 -3.32
-0.81 0.79 1.00 1.00 -3.32 -3.32
-0.81 0.79 1.00 1.00 -3.31 -3.31
-0.81 0.79 0.99 0.99 -3.31 -3.31
-0.81 0.79 0.99 0.99 -3.30 -3.30
-0.81 0.79 0.99 0.99 -3.30 -3.30
-0.81 0.79 0.98 0.98 -3.29 -3.29
-0.81 0.79 0.98 0.98 -3.29 -3.29
-0.81 0.80 0.98 0.98 -3.28 -3.28
-0.81 0.80 0.98 0.97 -3.28 -3.28
-0.80 0.80 0.97 0.97 -3.27 -3.27
-0.80 0.80 0.97 0.97 -3.27 -3.27
-0.80 0.80 0.97 0.96 -3.26 -3.26
-0.80 0.80 0.96 0.96 -3.26 -3.26
-0.80 0.80 0.96 0.96 -3.25 -3.25
-0.80 0.80 0.96 0.95 -3.25 -3.25
-0.80 0.80 0.95 0.95 -3.24 -3.24
-0.80 0.80 0.95 0.95 -3.24 -3.23
-0.80 0.80 0.95 0.94 -3.23 -3.23
-0.80 0.81 0.94 0.94 -3.23 -3.22
-0.79 0.81 0.94 0.94 -3.22 -3.22
